region,year,age_group,gender,ethnic_group,population,literacy_rate,employed,employment_rate
South,2012,65+,Male,Group C,961,93.88,219,22.79
East,2011,15-24,Female,Group D,10493,60.74,23441,223.4
North,2021,65+,Female,Group D,11965,94.47,7496,62.65
North,2011,65+,Female,Group D,17035,69.85,16533,97.05
Central,2023,45-64,Female,Group C,33140,73.35,18828,56.81
North,2022,15-24,Male,Group B,10961,70.69,19567,178.51
North,2018,15-24,Male,Group B,12866,72.57,11955,92.92
North,2020,65+,Male,Group C,30395,66.15,35693,117.43
Central,2014,15-24,Female,Group C,2285,85.04,21950,960.61
East,2016,15-24,Male,Group D,6742,87.6,13225,196.16
East,2021,45-64,Female,Group D,25029,90.39,5087,20.32
North,2014,25-44,Female,Group D,47580,69.68,13858,29.13
Central,2016,0-14,Female,Group B,6856,87.88,5426,79.14
East,2022,25-44,Male,Group B,23729,82.42,35796,150.85
East,2013,15-24,Female,Group C,20344,96.19,4188,20.59
East,2017,65+,Male,Group B,18720,73.27,21863,116.79
Central,2022,0-14,Female,Group D,42857,97.67,19053,44.46
Central,2020,0-14,Male,Group D,26151,86.84,18214,69.65
North,2023,65+,Female,Group D,32186,88.38,14439,44.86
West,2019,0-14,Male,Group D,22627,56.11,36246,160.19
East,2022,65+,Female,Group D,23162,76.39,18622,80.4
West,2020,0-14,Male,Group A,34761,77.72,22016,63.34
Central,2019,25-44,Female,Group C,25860,56.75,27255,105.39
Central,2016,0-14,Female,Group C,38431,68.42,6670,17.36
Central,2019,45-64,Female,Group B,42880,96.09,23661,55.18
West,2024,65+,Male,Group D,14797,73.32,4961,33.53
Central,2014,0-14,Female,Group A,38972,63.03,21803,55.95
North,2020,65+,Female,Group D,23288,77.07,34355,147.52
Central,2015,45-64,Female,Group D,39956,56.45,22196,55.55
South,2014,0-14,Male,Group B,27511,77.19,33542,121.92
West,2016,0-14,Female,Group A,49103,80.55,10113,20.6
South,2021,45-64,Female,Group A,28557,70.38,30199,105.75
Central,2011,45-64,Male,Group C,18947,87.79,31948,168.62
North,2014,45-64,Female,Group D,18904,60.84,32531,172.09
East,2024,65+,Male,Group A,21641,92.76,34424,159.07
Central,2019,45-64,Female,Group C,22807,96.08,34563,151.55
North,2024,65+,Male,Group A,10841,55.05,24892,229.61
West,2012,25-44,Male,Group D,40621,91.24,8186,20.15
South,2018,0-14,Male,Group C,9642,76.76,13346,138.42
South,2022,0-14,Female,Group A,48534,74.84,33799,69.64
South,2015,15-24,Female,Group B,41484,65.26,21552,51.95
West,2022,25-44,Male,Group A,16432,74.23,11173,68.0
North,2019,45-64,Female,Group D,12517,95.87,18701,149.4
West,2012,45-64,Female,Group B,33837,64.06,21066,62.26
South,2016,25-44,Male,Group A,38380,62.7,18590,48.44
Central,2013,45-64,Male,Group A,1855,65.4,39728,2141.67
East,2023,15-24,Male,Group C,41324,78.73,27912,67.54
West,2012,65+,Male,Group D,16586,95.0,5894,35.54
West,2017,0-14,Female,Group A,22015,79.68,19663,89.32
North,2022,25-44,Female,Group A,14720,65.47,21862,148.52
North,2013,0-14,Female,Group A,47766,73.94,210,0.44
West,2020,65+,Female,Group D,34102,71.79,37848,110.98
South,2010,25-44,Female,Group B,11808,57.0,27715,234.71
East,2015,65+,Female,Group D,1469,76.96,11046,751.94
North,2019,45-64,Male,Group C,33860,60.42,28226,83.36
South,2020,45-64,Female,Group C,754,91.22,17182,2278.78
Central,2020,45-64,Female,Group D,10806,78.61,17407,161.09
North,2010,65+,Female,Group A,28041,91.32,38185,136.18
South,2014,65+,Male,Group A,3161,96.11,12506,395.63
South,2016,65+,Male,Group B,15809,95.56,512,3.24
East,2024,0-14,Female,Group D,42062,59.32,6871,16.34
East,2015,65+,Male,Group D,18723,95.63,23284,124.36
Central,2023,45-64,Male,Group A,6405,89.22,35460,553.63
South,2011,15-24,Female,Group C,2931,88.44,16814,573.66
South,2020,65+,Female,Group C,8256,58.88,11064,134.01
East,2013,15-24,Female,Group B,5853,62.72,15424,263.52
North,2020,45-64,Male,Group B,2237,96.93,243,10.86
North,2024,65+,Male,Group C,17368,64.17,24676,142.08
West,2011,0-14,Female,Group D,32976,62.27,27700,84.0
East,2020,0-14,Male,Group B,24825,70.58,28469,114.68
West,2010,15-24,Male,Group A,12826,94.27,20041,156.25
East,2024,0-14,Male,Group D,25086,75.48,38352,152.88
Central,2012,0-14,Female,Group A,13411,94.59,31131,232.13
South,2012,0-14,Female,Group B,29580,69.38,5815,19.66
Central,2024,45-64,Female,Group C,23135,64.74,28161,121.72
East,2021,0-14,Female,Group B,5713,76.29,32713,572.61
South,2016,25-44,Female,Group C,39495,81.47,22090,55.93
North,2010,65+,Male,Group D,28440,71.83,27070,95.18
North,2018,0-14,Male,Group B,44547,69.88,35963,80.73
West,2020,0-14,Male,Group B,49104,64.38,24946,50.8
East,2015,0-14,Male,Group B,23865,66.83,37309,156.33
East,2013,25-44,Male,Group D,9296,83.94,30036,323.11
North,2012,0-14,Male,Group A,49619,70.9,10031,20.22
Central,2024,0-14,Female,Group A,17852,58.43,33584,188.12
South,2012,65+,Female,Group C,17320,60.94,33207,191.73
Central,2011,25-44,Male,Group B,11466,71.01,39020,340.31
Central,2011,25-44,Female,Group A,47235,94.75,39422,83.46
North,2023,0-14,Male,Group D,2309,71.3,29269,1267.61
North,2021,25-44,Male,Group B,39814,57.61,17396,43.69
North,2022,15-24,Female,Group C,41375,72.97,5199,12.57
West,2019,25-44,Female,Group A,6005,83.76,24226,403.43
Central,2014,25-44,Male,Group D,31149,80.52,1930,6.2
East,2018,25-44,Female,Group D,5757,66.99,3624,62.95
South,2011,45-64,Male,Group C,15551,84.59,39030,250.98
West,2011,45-64,Male,Group A,5409,82.12,29916,553.08
East,2021,45-64,Male,Group B,27845,62.4,31426,112.86
Central,2015,25-44,Male,Group D,15366,61.97,2407,15.66
North,2022,15-24,Male,Group C,43289,78.53,13231,30.56
Central,2024,25-44,Female,Group D,25368,83.36,28208,111.2
South,2019,0-14,Male,Group D,48626,96.36,29684,61.05
West,2011,15-24,Female,Group A,29027,73.14,3568,12.29
West,2021,45-64,Male,Group A,961,87.89,22055,2295.01
South,2013,65+,Female,Group B,28960,60.01,2427,8.38
East,2015,15-24,Male,Group D,49000,93.25,30522,62.29
East,2014,45-64,Female,Group C,3733,82.22,13017,348.7
West,2010,15-24,Male,Group D,12628,82.05,13426,106.32
West,2024,15-24,Male,Group C,5702,61.13,31357,549.93
North,2015,25-44,Female,Group D,36207,56.7,20964,57.9
East,2010,0-14,Female,Group C,31758,85.16,18404,57.95
South,2012,65+,Female,Group D,48465,60.03,388,0.8
East,2019,45-64,Female,Group D,31738,60.46,30597,96.4
North,2014,15-24,Female,Group B,14222,63.06,9614,67.6
West,2023,65+,Female,Group A,46266,59.2,38189,82.54
West,2019,15-24,Male,Group A,49740,81.89,6946,13.96
North,2022,0-14,Male,Group C,18547,73.15,14531,78.35
South,2014,65+,Male,Group D,3801,66.44,11454,301.34
West,2022,45-64,Female,Group D,33044,73.95,10417,31.52
Central,2019,15-24,Female,Group A,32083,91.3,15783,49.19
West,2015,0-14,Female,Group C,28013,94.86,37580,134.15
Central,2024,65+,Male,Group B,16140,75.96,34518,213.87
North,2021,15-24,Female,Group B,22913,79.37,16000,69.83
North,2019,15-24,Male,Group B,17305,66.06,30412,175.74
West,2017,45-64,Female,Group D,20633,77.08,27692,134.21
East,2014,0-14,Female,Group C,49399,87.17,32792,66.38
Central,2023,25-44,Female,Group A,21855,76.16,5433,24.86
South,2024,15-24,Male,Group D,23729,67.99,22219,93.64
West,2020,65+,Female,Group D,4933,80.03,11647,236.1
South,2010,45-64,Male,Group B,33533,95.71,14236,42.45
West,2014,45-64,Female,Group C,36118,93.18,11198,31.0
East,2012,15-24,Female,Group C,1878,88.08,33001,1757.24
East,2013,15-24,Female,Group B,7003,66.88,25071,358.0
East,2024,15-24,Female,Group B,40425,65.39,27276,67.47
East,2024,25-44,Male,Group B,43274,91.06,28352,65.52
North,2022,15-24,Female,Group D,34117,62.8,1629,4.77
North,2017,0-14,Male,Group D,5314,81.04,10581,199.12
Central,2016,65+,Female,Group D,24263,73.87,2187,9.01
South,2020,15-24,Female,Group A,10500,75.12,29519,281.13
West,2014,25-44,Female,Group A,15788,74.55,22855,144.76
West,2011,65+,Male,Group C,3774,93.7,19466,515.79
North,2015,45-64,Female,Group B,14727,58.75,12089,82.09
West,2020,15-24,Male,Group B,17779,88.66,1747,9.83
North,2015,65+,Male,Group D,9868,90.91,33481,339.29
Central,2019,45-64,Female,Group A,45213,95.54,13750,30.41
South,2019,25-44,Male,Group B,43236,74.46,5374,12.43
Central,2023,0-14,Female,Group C,31506,76.5,36534,115.96
East,2020,15-24,Male,Group B,27880,96.34,20387,73.12
East,2015,0-14,Male,Group D,28468,74.71,4138,14.54
East,2023,25-44,Male,Group D,10151,76.65,1671,16.46
Central,2018,65+,Male,Group A,14403,69.29,16921,117.48
West,2020,65+,Female,Group C,19427,56.36,7251,37.32
South,2017,25-44,Male,Group C,8271,73.62,7644,92.42
East,2017,25-44,Female,Group B,13960,83.17,27857,199.55
East,2010,15-24,Male,Group C,5137,84.67,36380,708.2
East,2014,45-64,Female,Group B,46190,55.28,29999,64.95
South,2016,0-14,Female,Group B,41334,89.45,2592,6.27
East,2015,0-14,Male,Group A,4053,76.17,15929,393.02
South,2014,65+,Male,Group C,34617,77.39,33944,98.06
East,2017,65+,Female,Group D,36254,96.35,29909,82.5
Central,2012,15-24,Male,Group B,24080,67.23,37036,153.8
Central,2015,25-44,Male,Group B,12022,87.75,10095,83.97
South,2024,0-14,Male,Group B,35390,79.72,17455,49.32
Central,2014,15-24,Male,Group C,28704,85.13,3609,12.57
South,2017,65+,Male,Group C,14392,72.97,12944,89.94
Central,2013,65+,Male,Group C,9189,67.01,1749,19.03
Central,2017,0-14,Male,Group B,28563,78.48,15285,53.51
South,2019,65+,Male,Group D,14562,71.12,21045,144.52
West,2023,65+,Male,Group D,1863,64.59,14936,801.72
Central,2024,45-64,Female,Group C,17191,91.09,35589,207.02
East,2011,25-44,Male,Group D,3251,75.46,2729,83.94
West,2018,65+,Male,Group B,8282,91.43,27132,327.6
South,2022,45-64,Male,Group C,18148,75.38,8551,47.12
West,2018,15-24,Male,Group C,13040,78.94,11200,85.89
North,2024,65+,Male,Group B,46491,97.8,39367,84.68
North,2023,15-24,Female,Group C,5839,95.91,35549,608.82
Central,2019,65+,Female,Group B,27520,66.68,23149,84.12
Central,2019,0-14,Male,Group C,28109,92.35,27769,98.79
East,2022,45-64,Female,Group D,6348,71.79,19518,307.47
West,2015,45-64,Male,Group C,17377,58.06,18895,108.74
North,2013,0-14,Male,Group C,18905,79.76,15368,81.29
Central,2013,25-44,Female,Group C,49129,97.01,37296,75.91
West,2022,45-64,Female,Group A,46733,96.9,39791,85.15
Central,2015,15-24,Female,Group D,21971,60.44,20912,95.18
Central,2014,45-64,Female,Group B,3802,88.16,19700,518.15
North,2015,25-44,Female,Group A,14937,89.52,3947,26.42
North,2016,15-24,Male,Group D,48430,70.86,23408,48.33
Central,2016,15-24,Male,Group C,15012,83.32,34427,229.33
South,2018,0-14,Male,Group C,32936,75.99,4630,14.06
Central,2017,65+,Female,Group B,24011,64.8,19035,79.28
Central,2022,0-14,Male,Group B,5522,87.73,29127,527.47
East,2015,65+,Female,Group D,43739,66.3,9163,20.95
East,2021,0-14,Male,Group D,6655,69.64,21625,324.94
East,2015,65+,Female,Group B,31980,63.17,17695,55.33
South,2024,45-64,Female,Group D,38522,85.93,12798,33.22
South,2023,15-24,Male,Group B,25832,74.73,9986,38.66
Central,2014,65+,Male,Group C,4854,74.07,11121,229.11
East,2010,45-64,Male,Group B,32347,81.0,30453,94.14
South,2018,25-44,Male,Group A,35784,61.76,20169,56.36
North,2018,0-14,Female,Group B,49140,93.62,24185,49.22
Central,2018,25-44,Male,Group B,10656,75.0,11220,105.29
West,2024,45-64,Female,Group A,22953,70.76,35341,153.97
Central,2020,25-44,Male,Group A,33189,60.45,29661,89.37
West,2017,25-44,Male,Group A,24258,62.22,14552,59.99
East,2022,45-64,Male,Group A,9338,94.58,15544,166.46
West,2019,15-24,Male,Group B,46002,74.63,13325,28.97
East,2022,65+,Male,Group D,44290,86.05,37691,85.1
North,2012,0-14,Female,Group A,38476,58.46,19402,50.43
West,2010,65+,Male,Group C,49846,82.67,909,1.82
Central,2020,0-14,Female,Group B,14225,94.63,7192,50.56
East,2021,65+,Male,Group D,9837,67.9,33706,342.65
Central,2021,25-44,Female,Group C,11201,79.9,26554,237.07
South,2017,15-24,Male,Group B,30311,95.43,13433,44.32
East,2016,25-44,Male,Group B,43543,85.93,4790,11.0
West,2022,15-24,Male,Group C,39478,57.68,28906,73.22
East,2014,45-64,Female,Group A,29816,71.29,13918,46.68
Central,2019,0-14,Female,Group A,12044,58.69,22671,188.23
North,2016,0-14,Male,Group C,22014,92.04,36686,166.65
East,2019,45-64,Male,Group D,16827,81.73,13305,79.07
West,2013,65+,Male,Group A,47309,96.12,5281,11.16
South,2018,45-64,Female,Group B,17205,55.85,26918,156.45
North,2020,45-64,Male,Group B,10979,73.19,20584,187.49
South,2019,15-24,Female,Group D,11823,59.49,4745,40.13
East,2023,45-64,Male,Group B,13437,70.07,5539,41.22
Central,2011,0-14,Female,Group A,23589,61.96,15553,65.93
Central,2018,25-44,Female,Group D,2202,69.14,26576,1206.9
West,2018,15-24,Female,Group A,10904,90.23,28228,258.88
Central,2014,15-24,Male,Group D,34098,61.91,19300,56.6
North,2020,65+,Female,Group C,8880,75.37,4502,50.7
Central,2010,25-44,Male,Group B,22490,94.63,2009,8.93
West,2016,15-24,Female,Group D,33359,97.95,29117,87.28
East,2019,45-64,Male,Group C,4377,65.78,6030,137.77
East,2019,15-24,Female,Group A,43371,95.23,18581,42.84
Central,2013,15-24,Female,Group C,19220,66.24,2330,12.12
South,2018,15-24,Male,Group A,8176,72.78,4612,56.41
East,2015,65+,Male,Group D,32318,92.75,11084,34.3
Central,2022,15-24,Female,Group D,34848,88.81,35764,102.63
West,2012,15-24,Female,Group B,49055,91.87,24332,49.6
Central,2015,65+,Male,Group B,42868,89.41,22907,53.44
East,2022,25-44,Female,Group D,48680,65.11,30678,63.02
West,2019,0-14,Female,Group A,24630,79.03,6945,28.2
Central,2015,65+,Male,Group A,33741,71.57,38170,113.13
North,2014,65+,Male,Group D,44892,74.77,34523,76.9
West,2011,15-24,Male,Group A,49921,61.62,12082,24.2
North,2019,15-24,Female,Group D,27120,68.58,11964,44.12
South,2019,0-14,Female,Group B,17577,91.88,24765,140.89
West,2011,15-24,Female,Group A,13163,93.6,4643,35.27
North,2016,45-64,Male,Group B,18299,81.24,13783,75.32
East,2011,15-24,Female,Group C,47785,76.43,10336,21.63
East,2021,15-24,Male,Group B,18119,85.65,21423,118.24
South,2015,45-64,Male,Group C,4467,81.18,20542,459.86
West,2014,0-14,Female,Group B,27988,97.3,10076,36.0
West,2013,45-64,Male,Group B,13711,63.17,946,6.9
West,2016,65+,Female,Group A,21669,74.31,35152,162.22
South,2017,45-64,Male,Group B,30873,94.48,24530,79.45
West,2013,25-44,Male,Group D,33169,94.33,14252,42.97
East,2010,65+,Male,Group A,7134,76.3,32776,459.43
North,2010,15-24,Female,Group A,1340,60.8,28806,2149.7
East,2010,65+,Male,Group A,34729,90.04,31201,89.84
East,2020,0-14,Female,Group B,21818,80.16,9410,43.13
North,2010,0-14,Male,Group A,15905,88.25,15279,96.06
East,2014,45-64,Male,Group C,48271,74.89,27354,56.67
South,2013,65+,Male,Group C,36740,63.77,28887,78.63
North,2022,15-24,Female,Group B,16347,56.03,7348,44.95
East,2023,0-14,Female,Group A,24047,79.04,13055,54.29
Central,2018,15-24,Female,Group D,7075,61.92,28716,405.88
East,2024,25-44,Female,Group D,30623,63.05,15673,51.18
South,2012,0-14,Female,Group C,5343,73.76,30485,570.56
West,2023,45-64,Male,Group B,27951,74.01,22757,81.42
East,2016,25-44,Male,Group B,8239,66.8,14419,175.01
West,2020,65+,Female,Group B,15352,60.67,34670,225.83
Central,2017,15-24,Female,Group B,49592,95.63,38497,77.63
East,2015,0-14,Female,Group B,9657,60.66,38385,397.48
North,2021,25-44,Female,Group A,22906,70.08,6524,28.48
West,2022,25-44,Male,Group A,47784,68.11,20457,42.81
Central,2019,0-14,Female,Group A,45700,92.25,8513,18.63
North,2022,65+,Female,Group D,7932,72.63,26252,330.96
North,2010,65+,Female,Group A,19337,60.33,24803,128.27
North,2017,45-64,Female,Group B,15648,55.44,21962,140.35
North,2024,65+,Male,Group B,11694,86.04,18708,159.98
East,2019,45-64,Male,Group D,33091,85.72,17015,51.42
East,2012,25-44,Female,Group D,15319,72.96,5174,33.78
East,2017,0-14,Male,Group C,7125,60.43,20361,285.77
Central,2021,65+,Male,Group D,7904,70.98,29930,378.67
Central,2013,45-64,Female,Group C,15174,80.36,12923,85.17
Central,2017,25-44,Female,Group A,11007,85.27,15673,142.39
South,2020,65+,Male,Group B,20887,58.36,1285,6.15
Central,2010,15-24,Male,Group C,19197,78.92,22779,118.66
East,2012,25-44,Male,Group C,37891,66.87,22843,60.29
East,2015,65+,Male,Group C,20047,81.54,26870,134.04
South,2024,25-44,Male,Group D,24070,82.87,19069,79.22
South,2024,0-14,Female,Group D,40283,94.16,15971,39.65
Central,2018,0-14,Male,Group D,28537,72.65,10546,36.96
West,2011,0-14,Male,Group C,30583,78.12,21662,70.83
South,2020,15-24,Male,Group A,48529,66.53,19632,40.45
North,2010,0-14,Male,Group B,41050,67.32,13374,32.58
East,2024,15-24,Male,Group D,38482,56.98,17383,45.17
North,2019,0-14,Male,Group A,40206,67.3,29897,74.36
East,2012,25-44,Male,Group D,3488,57.74,5811,166.6
East,2013,65+,Male,Group D,5656,96.45,22593,399.45
South,2020,65+,Female,Group C,38780,81.84,26071,67.23
South,2014,0-14,Female,Group C,10288,62.45,5463,53.1
North,2012,65+,Male,Group D,14685,60.02,22154,150.86
East,2022,0-14,Female,Group B,19234,70.92,12196,63.41
North,2019,0-14,Female,Group D,10471,68.23,11005,105.1
West,2020,45-64,Female,Group B,43908,67.01,9307,21.2
North,2011,45-64,Female,Group A,6987,75.13,10667,152.67
Central,2011,45-64,Female,Group D,21497,94.25,21224,98.73
North,2016,15-24,Female,Group B,46956,79.43,18879,40.21
Central,2018,45-64,Male,Group A,12952,77.41,12470,96.28
Central,2019,0-14,Male,Group A,15872,89.68,18015,113.5
Central,2011,25-44,Female,Group C,45267,55.17,21756,48.06
West,2016,45-64,Male,Group A,13934,63.49,14087,101.1
North,2016,45-64,Female,Group C,12916,76.34,35329,273.53
North,2020,25-44,Male,Group A,19748,85.33,24125,122.16
West,2016,0-14,Male,Group A,47213,75.86,12524,26.53
East,2012,15-24,Male,Group B,28694,62.04,923,3.22
South,2021,45-64,Female,Group B,34285,94.99,34515,100.67
North,2016,25-44,Male,Group C,37958,69.13,8475,22.33
South,2010,0-14,Male,Group D,8873,88.89,13605,153.33
West,2019,65+,Female,Group B,30783,93.33,1565,5.08
East,2010,15-24,Female,Group A,29915,69.9,27538,92.05
East,2014,25-44,Male,Group C,26914,91.35,4053,15.06
East,2024,25-44,Female,Group C,14878,85.56,4882,32.81
West,2011,25-44,Male,Group C,18836,93.88,6160,32.7
Central,2018,45-64,Male,Group A,5200,65.81,24927,479.37
Central,2024,65+,Female,Group B,14401,95.04,24273,168.55
South,2016,15-24,Female,Group D,25338,57.81,21741,85.8
Central,2013,0-14,Male,Group C,23097,89.13,20082,86.95
Central,2013,0-14,Female,Group A,33928,73.73,1767,5.21
East,2011,65+,Male,Group B,40649,62.65,24987,61.47
East,2014,25-44,Female,Group B,36187,58.41,23253,64.26
South,2013,25-44,Female,Group D,29993,71.75,26955,89.87
North,2021,25-44,Female,Group C,32352,71.74,27999,86.54
South,2022,25-44,Female,Group A,11432,64.89,37159,325.04
South,2010,25-44,Female,Group B,23509,64.27,9918,42.19
West,2021,65+,Male,Group A,34083,72.18,23740,69.65
West,2017,45-64,Male,Group B,47778,72.63,25297,52.95
South,2012,15-24,Male,Group C,28494,74.02,23101,81.07
South,2023,25-44,Female,Group C,30365,92.36,28722,94.59
South,2015,45-64,Male,Group D,12789,81.28,38103,297.94
Central,2013,0-14,Male,Group B,28793,55.88,39719,137.95
West,2018,65+,Female,Group A,5234,77.32,11872,226.82
South,2016,45-64,Female,Group B,20513,87.79,7374,35.95
East,2018,25-44,Female,Group A,36021,57.43,18303,50.81
East,2019,25-44,Male,Group D,7005,73.17,8261,117.93
Central,2012,25-44,Male,Group B,44827,74.4,20598,45.95
Central,2010,45-64,Female,Group C,48173,96.02,32826,68.14
North,2014,25-44,Male,Group A,5185,75.45,13465,259.69
North,2012,45-64,Male,Group C,49853,87.25,33846,67.89
North,2015,25-44,Female,Group D,18909,68.02,39240,207.52
Central,2017,0-14,Male,Group D,20017,88.51,29672,148.23
Central,2020,0-14,Female,Group A,45033,68.87,18193,40.4
Central,2022,15-24,Male,Group B,30975,73.49,6914,22.32
East,2013,25-44,Female,Group C,37489,75.62,29967,79.94
Central,2014,25-44,Male,Group C,15827,94.83,38077,240.58
East,2014,45-64,Male,Group A,4171,57.3,19032,456.29
North,2013,45-64,Female,Group A,5441,63.47,12949,237.99
North,2013,25-44,Female,Group A,26872,85.35,16088,59.87
North,2013,15-24,Female,Group D,12966,79.84,35104,270.74
South,2013,25-44,Female,Group D,18786,65.82,16220,86.34
South,2013,45-64,Male,Group C,45459,67.44,39934,87.85
West,2014,25-44,Female,Group B,5088,70.79,35021,688.31
West,2011,45-64,Female,Group A,28580,74.36,7963,27.86
West,2011,25-44,Female,Group D,25044,90.18,33051,131.97
South,2018,65+,Female,Group B,11311,55.59,16225,143.44
South,2011,45-64,Female,Group A,19233,93.61,26215,136.3
West,2015,15-24,Male,Group B,41196,72.76,15631,37.94
West,2011,65+,Female,Group A,48593,64.91,19252,39.62
Central,2014,25-44,Female,Group B,40388,76.86,38199,94.58
